Key,Publication Year,Author,Title,DOI,Url,Date,File Attachments,pdf location,filename,txt location,txtname,paper abstract
QCNFAG86,2013,"Lin, Andrew L.; Gutmann, David H.",Advances in the treatment of neurofibromatosis-associated tumours,10.1038/nrclinonc.2013.144,http://www.nature.com/articles/nrclinonc.2013.144,2013-11,C:\Users\cliu\Zotero\storage\MLTFTAA6\Lin and Gutmann - 2013 - Advances in the treatment of neurofibromatosis-ass.pdf,grants-analysis-data\papers\pdf\10.1038_nrclinonc.2013.144.pdf,10.1038_nrclinonc.2013.144.pdf,grants-analysis-data\papers\txt\10.1038_nrclinonc.2013.144.txt,10.1038_nrclinonc.2013.144.txt,"Neurofibromatosis (NF) comprises two distinct genetic disorders—neurofibromatosis type 1 and 2 (NF1 and NF2)—in which affected individuals develop both benign and malignant tumours. NF1 results from germline mutations in the NF1 gene that encodes neurofibromin, while NF2 results from germline mutations in the NF2 gene that encodes merlin (or schwannomin). The major tumour types arising in individuals with NF1 include neurofibromas, malignant peripheral nerve sheath tumours, and gliomas, whereas NF2 is characterized by the formation of schwannomas, meningiomas, and ependymomas. With the identification of the NF1 and NF2 genes and the generation of robust preclinical mouse models of NF?associated neoplasms, novel treatments that specifically target the growth control pathways deregulated in these tumours have been discovered, some of which are now being tested in clinical trials in individuals with NF1 and NF2. In this Review, we will highlight the key clinical features of NF1 and NF2 and the advances in future clinical management based on an improved understanding of the function of the NF1 and NF2 genes and the development of small-animal models."
AX77555Z,2008,"Joseph, Nancy M.; Mosher, Jack T.; Buchstaller, Johanna; Snider, Paige; McKeever, Paul E.; Lim, Megan; Conway, Simon J.; Parada, Luis F.; Zhu, Yuan; Morrison, Sean J.",The Loss of Nf1 Transiently Promotes Self-Renewal but Not Tumorigenesis by Neural Crest Stem Cells,10.1016/j.ccr.2008.01.003,http://linkinghub.elsevier.com/retrieve/pii/S1535610808000068,2008-02,C:\Users\cliu\Zotero\storage\SE2KQFBC\Joseph et al. - 2008 - The Loss of Nf1 Transiently Promotes Self-Renewal .pdf,grants-analysis-data\papers\pdf\10.1016_j.ccr.2008.01.003.pdf,10.1016_j.ccr.2008.01.003.pdf,grants-analysis-data\papers\txt\10.1016_j.ccr.2008.01.003.txt,10.1016_j.ccr.2008.01.003.txt,"Neuroﬁbromatosis is caused by the loss of neuroﬁbromin (Nf1), leading to peripheral nervous system (PNS) tumors, including neuroﬁbromas and malignant peripheral nerve sheath tumors (MPNSTs). A long-standing question has been whether these tumors arise from neural crest stem cells (NCSCs) or differentiated glia. Germline or conditional Nf1 deﬁciency caused a transient increase in NCSC frequency and self-renewal in most regions of the fetal PNS. However, Nf1-deﬁcient NCSCs did not persist postnatally in regions of the PNS that developed tumors and could not form tumors upon transplantation into adult nerves. Adult P0aCre+Nf1ﬂ/À mice developed neuroﬁbromas, and Nf1+/ÀInk4a/ArfÀ/À and Nf1/p53+/À mice developed MPNSTs, but NCSCs did not persist postnatally in affected locations in these mice. Tumors appeared to arise from differentiated glia, not NCSCs."
P6BLR3ED,2012,"Franz, David Neal; Weiss, Brian D.",Molecular Therapies for Tuberous Sclerosis and Neurofibromatosis,10.1007/s11910-012-0269-4,http://link.springer.com/10.1007/s11910-012-0269-4,2012-06,C:\Users\cliu\Zotero\storage\M8QSS272\Franz and Weiss - 2012 - Molecular Therapies for Tuberous Sclerosis and Neu.pdf,grants-analysis-data\papers\pdf\10.1007_s11910-012-0269-4.pdf,10.1007_s11910-012-0269-4.pdf,grants-analysis-data\papers\txt\10.1007_s11910-012-0269-4.txt,10.1007_s11910-012-0269-4.txt,"Neurofibromatosis type 1 (NF1) and tuberous sclerosis complex (TSC) are autosomal-dominant genetic disorders that result from dysregulation of the PI3K/AKT/ mammalian target of rapamycin (mTOR) pathway. NF1 is caused by mutations in the NF1 gene on chromosome 17q11.2. Its protein product, neurofibromin, functions as a tumor suppressor and ultimately produces constitutive upregulation of mTOR. TSC is caused by mutations in either the TSC1 (chromosome 9q34) or TSC2 (chromosome 16p.13.3) genes. Their protein products, hamartin and tuberin, respectively, form a dimer that acts via the GAP protein Rheb (Ras homolog enhanced in brain) to directly inhibit mTOR, again resulting in upregulation. Specific inhibitors of mTOR are in clinical use, including sirolimus, everolimus, temsirolimus, and deforolimus. Everolimus has been shown to reduce the volume and appearance of subependymal giant cell astrocytomas (SEGA), facial angiofibromas, and renal angiomyolipomas associated with TSC, with a recent FDA approval for SEGA not suitable for surgical resection. This article reviews the use of mTOR inhibitors in these diseases, which have the potential to be a disease-modifying therapy in these and other conditions."
XW78PEIE,2018,"Summers, Matthew A.; Vasiljevski, Emily R.; Mikulec, Kathy; Peacock, Lauren; Little, David G.; Schindeler, Aaron",Developmental dosing with a MEK inhibitor (PD0325901) rescues myopathic features of the muscle-specific but not limb-specific Nf1 knockout mouse,10.1016/j.ymgme.2018.02.009,http://linkinghub.elsevier.com/retrieve/pii/S1096719218300155,2018-04,C:\Users\cliu\Zotero\storage\8NIKX52X\Summers et al. - 2018 - Developmental dosing with a MEK inhibitor (PD03259.pdf,grants-analysis-data\papers\pdf\10.1016_j.ymgme.2018.02.009.pdf,10.1016_j.ymgme.2018.02.009.pdf,grants-analysis-data\papers\txt\10.1016_j.ymgme.2018.02.009.txt,10.1016_j.ymgme.2018.02.009.txt,"Neuroﬁbromatosis Type 1 (NF1) is a common autosomal dominant genetic disorder While NF1 is primarily associated with predisposition for tumor formation, muscle weakness has emerged as having a signiﬁcant impact on quality of life. NF1 inactivation is linked with a canonical upregulation Ras-MEK-ERK signaling. This in this study we tested the capacity of the small molecule MEK inhibitor PD0325901 to inﬂuence the intramyocellular lipid accumulation associated with NF1 deﬁciency. Established murine models of tissue speciﬁc Nf1 deletion in skeletal muscle (Nf1MyoD?/?) and limb mesenchyme (Nf1Prx1?/?) were tested."
JVKPAM2E,2015,"Garg, Shruti; Plasschaert, Ellen; Descheemaeker, Mie-Jef; Huson, Susan; Borghgraef, Martine; Vogels, Annick; Evans, D. Gareth; Legius, Eric; Green, Jonathan",Autism Spectrum Disorder Profile in Neurofibromatosis Type I,10.1007/s10803-014-2321-5,http://link.springer.com/10.1007/s10803-014-2321-5,2015-06,C:\Users\cliu\Zotero\storage\RXQJGIYQ\Garg et al. - 2015 - Autism Spectrum Disorder Profile in Neurofibromato.pdf,grants-analysis-data\papers\pdf\10.1007_s10803-014-2321-5.pdf,10.1007_s10803-014-2321-5.pdf,grants-analysis-data\papers\txt\10.1007_s10803-014-2321-5.txt,10.1007_s10803-014-2321-5.txt,"Neuroﬁbromatosis Type 1 (NF1) is a common autosomal dominant single-gene disorder, in which the co-occurrence of autism spectrum disorder (ASD) has attracted considerable research interest recently with prevalence estimates of 21–40 %. However, detailed characterization of the ASD behavioral phenotype in NF1 is still lacking. This study characterized the phenotypic proﬁle of ASD symptomatology presenting in 4–16 year old children with NF1 (n = 36) using evidence from parent-rated Social Responsiveness Scale and researcher autism diagnostic observation Scale-2. Compared to IQmatched reference groups of children with autism and ASD, the NF1 proﬁle shows overall similarity but improved eye contact, less repetitive behaviors and better language skills."
JBWTZS8C,2012,"El-Hoss, Jad; Sullivan, Kate; Cheng, Tegan; Yu, Nicole YC; Bobyn, Justin D; Peacock, Lauren; Mikulec, Kathy; Baldock, Paul; Alexander, Ian E; Schindeler, Aaron; Little, David G",A murine model of neurofibromatosis type 1 tibial pseudarthrosis featuring proliferative fibrous tissue and osteoclast-like cells,10.1002/jbmr.528,http://doi.wiley.com/10.1002/jbmr.528,2012-01,C:\Users\cliu\Zotero\storage\B3VWK5RT\El-Hoss et al. - 2012 - A murine model of neurofibromatosis type 1 tibial .pdf,grants-analysis-data\papers\pdf\10.1002_jbmr.528.pdf,10.1002_jbmr.528.pdf,grants-analysis-data\papers\txt\10.1002_jbmr.528.txt,10.1002_jbmr.528.txt,"Neurofibromatosis type 1 (NF1) is a common genetic condition caused by mutations in the NF1 gene. Patients often suffer from tissuespecific lesions associated with local double-inactivation of NF1. In this study, we generated a novel fracture model to investigate the mechanism underlying congenital pseudarthrosis of the tibia (CPT) associated with NF1. We used a Cre-expressing adenovirus (AdCre) to inactivate Nf1 in vitro in cultured osteoprogenitors and osteoblasts, and in vivo in the fracture callus of Nf1flox/flox and Nf1flox/À mice. The effects of the presence of Nf1null cells were extensively examined. Cultured Nf1null-committed osteoprogenitors from neonatal calvaria failed to differentiate and express mature osteoblastic markers, even with recombinant bone morphogenetic protein-2 (rhBMP-2) treatment. Similarly, Nf1null-inducible osteoprogenitors obtained from Nf1Mnuylol D mouse muscle were also unresponsive to rhBMP-2. In both closed and open fracture models in Nf1flox/flox and Nf1flox/À mice, local AdCre injection significantly impaired bone healing, with fracture union being <50% that of wild type controls. No significant difference was seen between Nf1flox/flox and Nf1flox/À mice. Histological analyses showed invasion of the Nf1null fractures by fibrous and highly proliferative tissue. Mean amounts of fibrous tissue were increased upward of 10-fold in Nf1null fractures and bromodeoxyuridine (BrdU) staining in closed fractures showed increased numbers of proliferating cells. In Nf1null fractures, tartrate-resistant acid phosphatase–positive (TRAP?) cells were frequently observed within the fibrous tissue, not lining a bone surface. In summary, we report that local Nf1 deletion in a fracture callus is sufficient to impair bony union and recapitulate histological features of clinical CPT. Cell culture findings support the concept that Nf1 double inactivation impairs early osteoblastic differentiation. This model provides valuable insight into the pathobiology of the disease, and will be helpful for trialing therapeutic compounds. ß 2012 American Society for Bone and Mineral Research."
69NUU4ER,2016,"Li, Kairong; Turner, Ashley N.; Chen, Min; Brosius, Stephanie N.; Schoeb, Trenton R.; Messiaen, Ludwine M.; Bedwell, David M.; Zinn, Kurt R.; Anastasaki, Corina; Gutmann, David H.; Korf, Bruce R.; Kesterson, Robert A.",Mice with missense and nonsense <i>NF1</i> mutations display divergent phenotypes compared with human neurofibromatosis type I,10.1242/dmm.025783,http://dmm.biologists.org/lookup/doi/10.1242/dmm.025783,7/1/2016,C:\Users\cliu\Zotero\storage\ZARMBW98\Li et al. - 2016 - Mice with missense and nonsense iNF1i mutatio.pdf,grants-analysis-data\papers\pdf\10.1242_dmm.025783.pdf,10.1242_dmm.025783.pdf,grants-analysis-data\papers\txt\10.1242_dmm.025783.txt,10.1242_dmm.025783.txt,"Neurofibromatosis type 1 (NF1) is a common genetic disorder characterized by the occurrence of nerve sheath tumors and considerable clinical heterogeneity. Some translational studies have been limited by the lack of animal models available for assessing patient-specific mutations. In order to test therapeutic approaches that might restore function to the mutated gene or gene product, we developed mice harboring NF1 patient-specific mutations including a nonsense mutation (c.2041C>T; p.Arg681*) and a missense mutation (c.2542G>C; p.Gly848Arg). The latter is associated with the development of multiple plexiform neurofibromas along spinal nerve roots. We demonstrate that the human nonsense NF1Arg681* and missense NF1Gly848Arg mutations have different effects on neurofibromin expression in the mouse and each recapitulates unique aspects of the NF1 phenotype, depending upon the genetic context when assessed in the homozygous state or when paired with a conditional knockout allele. Whereas the missense Nf1Gly848Arg mutation fails to produce an overt phenotype in the mouse, animals homozygous for the nonsense Nf1Arg681* mutation are not viable. Mice with one Nf1Arg681* allele in combination with a conditional floxed Nf1 allele and the DhhCre transgene (Nf14F/Arg681*; DhhCre) display disorganized nonmyelinating axons and neurofibromas along the spinal column, which leads to compression of the spinal cord and paralysis. This model will be valuable for preclinical testing of novel nonsense suppression therapies using drugs to target in-frame point mutations that create premature termination codons in individuals with NF1."
H3PIYAHY,2015,"Ratner, Nancy; Miller, Shyra J.",A RASopathy gene commonly mutated in cancer: the neurofibromatosis type 1 tumour suppressor,10.1038/nrc3911,http://www.nature.com/articles/nrc3911,2015-05,C:\Users\cliu\Zotero\storage\XQQTUXJH\Ratner and Miller - 2015 - A RASopathy gene commonly mutated in cancer the n.pdf; C:\Users\cliu\Zotero\storage\RXY7TUT7\Ratner and Miller - 2015 - A RASopathy gene commonly mutated in cancer the n.pdf,grants-analysis-data\papers\pdf\10.1038_nrc3911.pdf,10.1038_nrc3911.pdf,grants-analysis-data\papers\txt\10.1038_nrc3911.txt,10.1038_nrc3911.txt,"Neurofibromatosis type 1 (NF1) is a common genetic disorder that predisposes affected individuals to tumours. The NF1 gene encodes a RAS GTPase-activating protein called neurofibromin and is one of several genes that (when mutant) affect RAS–MAPK signalling, causing related diseases collectively known as RASopathies. Several RASopathies, beyond NF1, are cancer predisposition syndromes. Somatic NF1 mutations also occur in 5–10% of human sporadic cancers and may contribute to resistance to therapy. To highlight areas for investigation in RASopathies and sporadic tumours with NF1 mutations, we summarize current knowledge of NF1 disease, the NF1 gene and neurofibromin, neurofibromin signalling pathways and recent developments in NF1 therapeutics."
N7FU87RQ,2005,"Li, Weidong; Cui, Yijun; Kushner, Steven A.; Brown, Robert A.M.; Jentsch, J. David; Frankland, Paul W.; Cannon, Tyrone D.; Silva, Alcino J.",The HMG-CoA Reductase Inhibitor Lovastatin Reverses the Learning and Attention Deficits in a Mouse Model of Neurofibromatosis Type 1,10.1016/j.cub.2005.09.043,http://linkinghub.elsevier.com/retrieve/pii/S0960982205011139,2005-11,C:\Users\cliu\Zotero\storage\YPE8VXRH\Li et al. - 2005 - The HMG-CoA Reductase Inhibitor Lovastatin Reverse.pdf,grants-analysis-data\papers\pdf\10.1016_j.cub.2005.09.043.pdf,10.1016_j.cub.2005.09.043.pdf,grants-analysis-data\papers\txt\10.1016_j.cub.2005.09.043.txt,10.1016_j.cub.2005.09.043.txt,"Neurofibromatosis Type 1 (NF1) is a common neurological disorder caused by mutations in the gene encoding Neurofibromin, a p21Ras GTPase Activating Protein (GAP) [1]. Importantly, NF1 causes learning disabilities and attention deficits [2, 3]. A previous study showed that the learning and memory deficits of a mouse model of NF1 (nf1+/?) appear to be caused by excessive p21Ras activity leading to impairments in long-term potentiation (LTP) [4], a cellular mechanism of learning and memory [5–7]. Here, we identify lovastatin as a potent inhibitor of p21Ras/Mitogen Activated Protein Kinase (MAPK) activity [8, 9] in the brain. Lovastatin is a specific inhibitor of three-hydroxy3-methylglutaryl coenzyme A (HMG-CoA) reductase, used commonly for the treatment of hypercholesterolemia [10]. We report that lovastatin decreased the enhanced brain p21Ras-MAPK activity of the nf1+/? mice, rescued their LTP deficits, and reversed their spatial learning and attention impairments. Therefore, these results demonstrate that lovastatin may prove useful in the treatment of Neurofibromatosis Type 1."
4EW9X2A3,2012,"Shin, J.; Padmanabhan, A.; de Groh, E. D.; Lee, J.-S.; Haidar, S.; Dahlberg, S.; Guo, F.; He, S.; Wolman, M. A.; Granato, M.; Lawson, N. D.; Wolfe, S. A.; Kim, S.-H.; Solnica-Krezel, L.; Kanki, J. P.; Ligon, K. L.; Epstein, J. A.; Look, A. T.",Zebrafish neurofibromatosis type 1 genes have redundant functions in tumorigenesis and embryonic development,10.1242/dmm.009779,http://dmm.biologists.org/cgi/doi/10.1242/dmm.009779,11/1/2012,C:\Users\cliu\Zotero\storage\GTSHMVME\Shin et al. - 2012 - Zebrafish neurofibromatosis type 1 genes have redu.pdf,grants-analysis-data\papers\pdf\10.1242_dmm.009779.pdf,10.1242_dmm.009779.pdf,grants-analysis-data\papers\txt\10.1242_dmm.009779.txt,10.1242_dmm.009779.txt,"Neurofibromatosis type 1 (NF1) is a common, dominantly inherited genetic disorder that results from mutations in the neurofibromin 1 (NF1) gene. Affected individuals demonstrate abnormalities in neural crest-derived tissues that include hyperpigmented skin lesions and benign peripheral nerve sheath tumors. NF1 patients also have a predisposition to malignancies including juvenile myelomonocytic leukemia (JMML), optic glioma, glioblastoma, schwannoma, and malignant peripheral nerve sheath tumors (MPNSTs). In an effort to better define the molecular and cellular determinants of NF1 disease pathogenesis in vivo, we employed targeted mutagenesis strategies to generate zebrafish harboring stable germline mutations in nf1a and nf1b, orthologues of NF1. Animals homozygous for loss-of-function alleles of nf1a or nf1b alone are phenotypically normal and viable. Homozygous loss of both alleles in combination generates larval phenotypes that resemble aspects of the human disease and results in larval lethality between 7 and 10 days post fertilization. nf1-null larvae demonstrate significant central and peripheral nervous system defects. These include aberrant proliferation and differentiation of oligodendrocyte progenitor cells (OPCs), dysmorphic myelin sheaths, and hyperplasia of Schwann cells. Loss of nf1 contributes to tumorigenesis as demonstrated by an accelerated onset and increased penetrance of high-grade gliomas and MPNSTs in adult nf1a+/-; nf1b-/-; p53e7/e7 animals. nf1-null larvae also demonstrate significant motor and learning defects. Importantly, we identify and quantitatively analyze a novel melanophore phenotype in nf1-null larvae, providing the first animal model of the pathognomonic pigmentation lesions of NF1. Together, these findings support a role for nf1a and nf1b as potent tumor suppressor genes that also function in the development of both central and peripheral glial cells as well as melanophores in zebrafish."
6MQPTYDV,2012,"Staser, Karl; Yang, Feng-Chun; Clapp, D. Wade",Pathogenesis of Plexiform Neurofibroma: Tumor-Stromal/Hematopoietic Interactions in Tumor Progression,10.1146/annurev-pathol-011811-132441,http://www.annualreviews.org/doi/10.1146/annurev-pathol-011811-132441,2/28/2012,C:\Users\cliu\Zotero\storage\Y8ZV6A9Y\Staser et al. - 2012 - Pathogenesis of Plexiform Neurofibroma Tumor-Stro.pdf,grants-analysis-data\papers\pdf\10.1146_annurev-pathol-011811-132441.pdf,10.1146_annurev-pathol-011811-132441.pdf,grants-analysis-data\papers\txt\10.1146_annurev-pathol-011811-132441.txt,10.1146_annurev-pathol-011811-132441.txt,"Neuroﬁbromatosis type 1 (NF1) is a genetic disease that results from either heritable or spontaneous autosomal dominant mutations in the NF1 gene. A second-hit mutation precedes the predominant NF1 neoplasms, which include myeloid leukemia, optic glioma, and plexiform neuroﬁbroma. Despite this requisite NF1 loss of heterozygosity in the tumor cell of origin, nontumorigenic cells contribute to both generalized and speciﬁc disease manifestations. In mouse models of plexiform neuroﬁbroma formation, Nf1 haploinsufﬁcient mast cells promote inﬂammation, accelerating tumor formation and growth. These recruited mast cells, hematopoietic effector cells long known to permeate neuroﬁbroma tissue, mediate key mitogenic signals that contribute to vascular ingrowth, collagen deposition, and tumor growth. Thus, the plexiform neuroﬁbroma microenvironment involves a tumor/stromal interaction with the hematopoietic system that depends, at the molecular level, on a stem cell factor/c-kit-mediated signaling axis. These observations parallel ﬁndings in other NF1 disease manifestations and are clearly relevant to medical management of these neuroﬁbromas."
YC5ASWKZ,2015,"McPherson, John Richard; Ong, Choon-Kiat; Ng, Cedric Chuan-Young; Rajasegaran, Vikneswari; Heng, Hong-Lee; Yu, Willie Shun-Shing; Tan, Benita Kiat-Tee; Madhukumar, Preetha; Teo, Melissa Ching-Ching; Ngeow, Joanne; Thike, Aye-Aye; Rozen, Steven George; Tan, Puay-Hoon; Lee, Ann Siew-Gek; Teh, Bin-Tean; Yap, Yoon-Sim","Whole-exome sequencing of breast cancer, malignant peripheral nerve sheath tumor and neurofibroma from a patient with neurofibromatosis type 1",10.1002/cam4.551,http://doi.wiley.com/10.1002/cam4.551,2015-12,"C:\Users\cliu\Zotero\storage\VVIMMEN9\McPherson et al. - 2015 - Whole-exome sequencing of breast cancer, malignant.pdf",grants-analysis-data\papers\pdf\10.1002_cam4.551.pdf,10.1002_cam4.551.pdf,grants-analysis-data\papers\txt\10.1002_cam4.551.txt,10.1002_cam4.551.txt,"Neurofibromatosis type 1 (NF1) is a genetic disorder characterized by the development of multiple neurofibromas, cafe-?au-?lait spots, and Lisch nodules. Individuals with NF1 are at increased risk of developing various tumors, such as malignant peripheral nerve sheath tumor (MPNST), pheochromocytoma, leukemia, glioma, rhabdomyosarcoma, and breast cancer. Here, we describe the exome sequencing of breast cancer, MPNST, and neurofibroma from a patient with NF1. We identified a germline mutation in the NF1 gene which resulted in conversion of leucine to proline at amino acid position 847. In addition, we showed independent somatic NF1 mutations in all the three tumors (frameshift insertion in breast cancer (p.A985fs), missense mutation in MPNST (p.G23R), and inframe deletion in dermal neurofibroma (p.L1876del-? Inf)), indicating that a second hit in NF1 resulting in the loss of function could be important for tumor formation. Each tumor had a distinct genomic profile with mutually exclusive mutations in different genes. Copy number analysis revealed multiple copy number alterations in the breast cancer and the MPNST, but not the benign neurofibroma. Germline loss of chromosome 6q22.33, which harbors two potential tumor suppressor genes, PTPRK and LAMA2, was also identified; this may increase tumor predisposition further. In the background of NF1 syndrome, although second-?hit NF1 mutation is critical in tumorigenesis, different additional mutations are required to drive the formation of different tumors."
AFFNETI8,2014,"Chau, Vincent; Lim, S. Kyun; Mo, Wei; Liu, Chiachi; Patel, Amish J.; McKay, Renée M.; Wei, Shuguang; Posner, Bruce A.; De Brabander, Jef K.; Williams, Noelle S.; Parada, Luis F.; Le, Lu Q.",Preclinical Therapeutic Efficacy of a Novel Pharmacologic Inducer of Apoptosis in Malignant Peripheral Nerve Sheath Tumors,10.1158/0008-5472.CAN-13-1934,http://cancerres.aacrjournals.org/lookup/doi/10.1158/0008-5472.CAN-13-1934,1/15/2014,C:\Users\cliu\Zotero\storage\3PMST38Z\Chau et al. - 2014 - Preclinical Therapeutic Efficacy of a Novel Pharma.pdf,grants-analysis-data\papers\pdf\10.1158_0008-5472.CAN-13-1934.pdf,10.1158_0008-5472.CAN-13-1934.pdf,grants-analysis-data\papers\txt\10.1158_0008-5472.CAN-13-1934.txt,10.1158_0008-5472.CAN-13-1934.txt,"Neurofibromatosis Type 1 (NF1) is an autosomal disorder that affects neural crest-derived tissues, leading to a wide spectrum of clinical presentations. Patients commonly present with plexiform neurofibromas, benign but debilitating growths that can transform into malignant peripheral nerve sheath tumors (MPNSTs), a main cause of mortality. Currently, surgery is the primary course of treatment for MPNST, but with the limitation that these tumors are highly invasive. Radiation therapy is another treatment option, but is undesirable because it can induce additional mutations. MPNST patients may also receive doxorubicin as therapy, but this DNA-intercalating agent has relatively low tumor specificity and limited efficacy. In this study, we exploited a robust genetically-engineered mouse model of MPNST that recapitulates human NF1 associated MPNST to identify a novel small chemical compound that inhibits tumor cell growth. Compound 21 (Cpd21) inhibits growth of all available in vitro models of MPNST and human MPNST cell lines, while remaining non-toxic to normally-dividing Schwann cells or mouse embryonic fibroblasts. We show that this compound delays the cell cycle and leads to cellular apoptosis. Moreover, Cpd21 can reduce MPNST burden in a mouse allograft model, underscoring the compound’s potential as a novel chemotherapeutic agent."
HB5SY5ZJ,2011,"Sullivan, Kate; El-Hoss, Jad; Little, David G.; Schindeler, Aaron",JNK inhibitors increase osteogenesis in Nf1-deficient cells,10.1016/j.bone.2011.09.043,http://linkinghub.elsevier.com/retrieve/pii/S8756328211012464,2011-12,C:\Users\cliu\Zotero\storage\VLJBZB3A\Sullivan et al. - 2011 - JNK inhibitors increase osteogenesis in Nf1-defici.pdf,grants-analysis-data\papers\pdf\10.1016_j.bone.2011.09.043.pdf,10.1016_j.bone.2011.09.043.pdf,grants-analysis-data\papers\txt\10.1016_j.bone.2011.09.043.txt,10.1016_j.bone.2011.09.043.txt,"Neuroﬁbromatosis type 1 (NF1) is an autosomal dominant disorder that is associated with a variety of manifestations, including orthopedic complications such as scoliosis and tibial pseudarthrosis. Orthopedic management of these skeletal complications is rendered more challenging due to a lack of standardized adjunctive pharmacotherapies. NF1 leads to disruption of the canonical Ras/Raf-1/MEK/ERK axis, and this has been associated with defects in bone anabolism. The roles of other non-canonical Ras effector pathways, such as the c-Jun N-terminal Kinase (JNK) pathway, are less well understood. In this study we examine the effects of an anthrapyrazolone inhibitor of JNK (SP600125) on inducible osteoprogenitors as well as Nf1-deﬁcient and Nf1-null primary osteoblasts."
FWQCXTUR,2016,"Ricker, Cora A.; Pan, Yuan; Gutmann, David H.; Keller, Charles",Challenges in Drug Discovery for Neurofibromatosis Type 1-Associated Low-Grade Glioma,10.3389/fonc.2016.00259,http://journal.frontiersin.org/article/10.3389/fonc.2016.00259/full,12/20/2016,C:\Users\cliu\Zotero\storage\YCE42TW5\Ricker et al. - 2016 - Challenges in Drug Discovery for Neurofibromatosis.pdf,grants-analysis-data\papers\pdf\10.3389_fonc.2016.00259.pdf,10.3389_fonc.2016.00259.pdf,grants-analysis-data\papers\txt\10.3389_fonc.2016.00259.txt,10.3389_fonc.2016.00259.txt,"Neurofibromatosis type 1 (NF1) is an autosomal dominant disorder that results from germline mutations of the NF1 gene, creating a predisposition to low-grade gliomas (LGGs; pilocytic astrocytoma) in young children. Insufficient data and resources represent major challenges to identifying the best possible drug therapies for children with this tumor. Herein, we summarize the currently available cell lines, genetically engineered mouse models, and therapeutic targets for these LGGs. Conspicuously absent are human tumor-derived cell lines or patient-derived xenograft models for NF1-LGG. New collaborative initiatives between patients and their families, research groups, and pharmaceutical companies are needed to create transformative resources and broaden the knowledge base relevant to identifying cooperating genetic drivers and possible drug therapeutics for this common pediatric brain tumor."
4BV69NUN,2013,"Isikay, S.; Yilmaz, K.",Cerebral multicystic lesions in a child with neurofibromatosis,10.1136/bcr-2012-007639,http://casereports.bmj.com/cgi/doi/10.1136/bcr-2012-007639,1/25/2013,C:\Users\cliu\Zotero\storage\8V2VIXGR\Isikay and Yilmaz - 2013 - Cerebral multicystic lesions in a child with neuro.pdf,grants-analysis-data\papers\pdf\10.1136_bcr-2012-007639.pdf,10.1136_bcr-2012-007639.pdf,grants-analysis-data\papers\txt\10.1136_bcr-2012-007639.txt,10.1136_bcr-2012-007639.txt,"Neuroﬁbromatosis type 1 (NF-1) is an autosomal dominant neurocutaneous syndrome, with frequent involvement of the central nervous system (CNS). As well as abnormal cellular differentiation, disordered cell migration during development is the most common cause of the various brain lesions. Cystic lesions are rarely observed in neurocutaneous diseases, and the origin of the cysts is not known. This paper presents a rare case, a child at the age of 3, who was diagnosed as NF-1 and was observed to have asymptomatic cystic lesions in right temporal lobe in radiological examination of CNS. This study draws attention to the relationship between these rare cystic lesions of unknown origin and neurocutaneous diseases."
83KCRFIB,2013,"O'Brien, Daniel E.; Brenner, Daniel S.; Gutmann, David H.; Gereau, Robert W.",Assessment of Pain and Itch Behavior in a Mouse Model of Neurofibromatosis Type 1,10.1016/j.jpain.2013.01.770,http://linkinghub.elsevier.com/retrieve/pii/S1526590013008080,2013-06,C:\Users\cliu\Zotero\storage\A3DVK5RA\O'Brien et al. - 2013 - Assessment of Pain and Itch Behavior in a Mouse Mo.pdf,grants-analysis-data\papers\pdf\10.1016_j.jpain.2013.01.770.pdf,10.1016_j.jpain.2013.01.770.pdf,grants-analysis-data\papers\txt\10.1016_j.jpain.2013.01.770.txt,10.1016_j.jpain.2013.01.770.txt,"Neurofibromatosis type 1 (NF1) is characterized primarily by tumor formation in the nervous system, but patients report other neurological complications including pain and itch. Individuals with NF1 harbor one mutated NF1 allele causing heterozygous expression in all of their cells. In mice, Nf1 heterozygosity led to hyperexcitability of sensory neurons and hyperproliferation of mast cells, both of which could lead to increased hypersensitivity and scratching in response to noxious and pruritic stimuli. To determine whether Nf1 heterozygosity may increase pain and itch behaviors independent of secondary effects of tumor formation, we used mice with a targeted, heterozygous Nf1 gene deletion (Nf1+/?) that lack tumors. Nf1+/? mice exhibited normal baseline responses to thermal and mechanical stimuli. Moreover, with similar to wild-type littermates, Nf1+/? mice developed inflammation-induced heat and mechanical hypersensitivity, capsaicininduced nocifensive behavior, histamine-dependent or –independent scratching, and chronic constriction injury-induced cold allodynia. However, Nf1+/? mice exhibited an attenuated first phase of formalin-induced spontaneous behavior and expedited resolution of formalin-induced heat hypersensitivity. These results are not consistent with the hypothesis that Nf1 heterozygosity alone is sufficient to increase pain and itch sensation in mice, and suggest that additional mechanisms may underlie reports of increased pain and itch in NF1 patients."
